기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
20191,11110515,청운효자동,CS100010,커피-음료,82.0,84.0,6.0,5.0,2.0,2.0,2.0
20191,11110530,사직동,CS100010,커피-음료,132.0,165.0,3.0,5.0,2.0,4.0,33.0
20191,11110540,삼청동,CS100010,커피-음료,74.0,85.0,5.0,4.0,2.0,2.0,11.0
20191,11110550,부암동,CS100010,커피-음료,34.0,38.0,5.0,2.0,3.0,1.0,4.0
20191,11110560,평창동,CS100010,커피-음료,18.0,20.0,0.0,0.0,0.0,0.0,2.0
20191,11110570,무악동,CS100010,커피-음료,4.0,7.0,14.0,1.0,0.0,0.0,3.0
20191,11110580,교남동,CS100010,커피-음료,8.0,16.0,0.0,0.0,0.0,0.0,8.0
20191,11110600,가회동,CS100010,커피-음료,53.0,64.0,2.0,1.0,2.0,1.0,11.0
20191,11110615,종로1·2·3·4가동,CS100010,커피-음료,343.0,433.0,6.0,27.0,4.0,15.0,90.0
20191,11110630,종로5·6가동,CS100010,커피-음료,73.0,87.0,6.0,5.0,2.0,2.0,14.0
20191,11110640,이화동,CS100010,커피-음료,65.0,91.0,1.0,1.0,2.0,2.0,26.0
20191,11110650,혜화동,CS100010,커피-음료,99.0,126.0,6.0,7.0,5.0,6.0,27.0
20191,11110670,창신1동,CS100010,커피-음료,19.0,20.0,0.0,0.0,0.0,0.0,1.0
20191,11110680,창신2동,CS100010,커피-음료,7.0,8.0,0.0,0.0,0.0,0.0,1.0
20191,11110690,창신3동,CS100010,커피-음료,4.0,5.0,20.0,1.0,20.0,1.0,1.0
20191,11110700,숭인1동,CS100010,커피-음료,2.0,5.0,0.0,0.0,0.0,0.0,3.0
20191,11110710,숭인2동,CS100010,커피-음료,15.0,26.0,8.0,2.0,0.0,0.0,11.0
20191,11140520,소공동,CS100010,커피-음료,98.0,149.0,7.0,11.0,3.0,5.0,51.0
20191,11140540,회현동,CS100010,커피-음료,96.0,121.0,7.0,8.0,6.0,7.0,25.0
20191,11140550,명동,CS100010,커피-음료,188.0,273.0,5.0,13.0,2.0,5.0,85.0
20191,11140570,필동,CS100010,커피-음료,68.0,99.0,8.0,8.0,4.0,4.0,31.0
20191,11140580,장충동,CS100010,커피-음료,22.0,28.0,7.0,2.0,4.0,1.0,6.0
20191,11140590,광희동,CS100010,커피-음료,84.0,110.0,8.0,9.0,5.0,5.0,26.0
20191,11140605,을지로동,CS100010,커피-음료,78.0,97.0,8.0,8.0,7.0,7.0,19.0
20191,11140615,신당동,CS100010,커피-음료,42.0,53.0,6.0,3.0,0.0,0.0,11.0
20191,11140625,다산동,CS100010,커피-음료,19.0,26.0,8.0,2.0,0.0,0.0,7.0
20191,11140635,약수동,CS100010,커피-음료,12.0,16.0,0.0,0.0,6.0,1.0,4.0
20191,11140645,청구동,CS100010,커피-음료,13.0,14.0,14.0,2.0,0.0,0.0,1.0
20191,11140650,신당5동,CS100010,커피-음료,12.0,14.0,14.0,2.0,0.0,0.0,2.0
20191,11140665,동화동,CS100010,커피-음료,12.0,14.0,7.0,1.0,0.0,0.0,2.0
20191,11140670,황학동,CS100010,커피-음료,9.0,14.0,7.0,1.0,7.0,1.0,5.0
20191,11140680,중림동,CS100010,커피-음료,30.0,36.0,8.0,3.0,3.0,1.0,6.0
20191,11170510,후암동,CS100010,커피-음료,41.0,42.0,2.0,1.0,2.0,1.0,1.0
20191,11170520,용산2가동,CS100010,커피-음료,36.0,43.0,7.0,3.0,0.0,0.0,7.0
20191,11170530,남영동,CS100010,커피-음료,48.0,64.0,2.0,1.0,3.0,2.0,16.0
20191,11170555,청파동,CS100010,커피-음료,60.0,72.0,10.0,7.0,7.0,5.0,12.0
20191,11170560,원효로1동,CS100010,커피-음료,49.0,56.0,7.0,4.0,4.0,2.0,7.0
20191,11170570,원효로2동,CS100010,커피-음료,12.0,12.0,8.0,1.0,0.0,0.0,0.0
20191,11170580,효창동,CS100010,커피-음료,20.0,21.0,14.0,3.0,0.0,0.0,1.0
20191,11170590,용문동,CS100010,커피-음료,14.0,15.0,0.0,0.0,0.0,0.0,1.0
20191,11170625,한강로동,CS100010,커피-음료,119.0,171.0,8.0,13.0,3.0,5.0,52.0
20191,11170630,이촌1동,CS100010,커피-음료,8.0,12.0,0.0,0.0,0.0,0.0,4.0
20191,11170640,이촌2동,CS100010,커피-음료,10.0,10.0,0.0,0.0,0.0,0.0,0.0
20191,11170650,이태원1동,CS100010,커피-음료,50.0,61.0,2.0,1.0,2.0,1.0,11.0
20191,11170660,이태원2동,CS100010,커피-음료,71.0,76.0,4.0,3.0,8.0,6.0,5.0
20191,11170685,한남동,CS100010,커피-음료,109.0,122.0,3.0,4.0,2.0,2.0,13.0
20191,11170690,서빙고동,CS100010,커피-음료,14.0,14.0,0.0,0.0,0.0,0.0,0.0
20191,11170700,보광동,CS100010,커피-음료,15.0,18.0,0.0,0.0,0.0,0.0,3.0
20191,11200520,왕십리2동,CS100010,커피-음료,8.0,10.0,10.0,1.0,10.0,1.0,2.0
20191,11200535,왕십리도선동,CS100010,커피-음료,43.0,54.0,6.0,3.0,6.0,3.0,11.0
20191,11200540,마장동,CS100010,커피-음료,17.0,21.0,14.0,3.0,0.0,0.0,4.0
20191,11200550,사근동,CS100010,커피-음료,52.0,81.0,10.0,8.0,4.0,3.0,29.0
20191,11200560,행당1동,CS100010,커피-음료,28.0,43.0,9.0,4.0,7.0,3.0,15.0
20191,11200570,행당2동,CS100010,커피-음료,10.0,14.0,0.0,0.0,0.0,0.0,4.0
20191,11200580,응봉동,CS100010,커피-음료,7.0,9.0,11.0,1.0,0.0,0.0,2.0
20191,11200590,금호1가동,CS100010,커피-음료,14.0,16.0,0.0,0.0,0.0,0.0,2.0
20191,11200615,금호2·3가동,CS100010,커피-음료,20.0,27.0,0.0,0.0,4.0,1.0,7.0
20191,11200620,금호4가동,CS100010,커피-음료,10.0,14.0,7.0,1.0,7.0,1.0,4.0
20191,11200645,옥수동,CS100010,커피-음료,18.0,23.0,0.0,0.0,4.0,1.0,5.0
20191,11200650,성수1가1동,CS100010,커피-음료,27.0,33.0,3.0,1.0,6.0,2.0,6.0
20191,11200660,성수1가2동,CS100010,커피-음료,87.0,103.0,7.0,7.0,5.0,5.0,16.0
20191,11200670,성수2가1동,CS100010,커피-음료,46.0,55.0,11.0,6.0,9.0,5.0,9.0
20191,11200690,성수2가3동,CS100010,커피-음료,84.0,104.0,10.0,10.0,4.0,4.0,20.0
20191,11200720,송정동,CS100010,커피-음료,4.0,4.0,0.0,0.0,25.0,1.0,0.0
20191,11200790,용답동,CS100010,커피-음료,25.0,33.0,9.0,3.0,9.0,3.0,8.0
20191,11215710,화양동,CS100010,커피-음료,105.0,149.0,8.0,12.0,3.0,5.0,44.0
20191,11215730,군자동,CS100010,커피-음료,35.0,48.0,4.0,2.0,10.0,5.0,13.0
20191,11215740,중곡1동,CS100010,커피-음료,29.0,31.0,3.0,1.0,3.0,1.0,2.0
20191,11215750,중곡2동,CS100010,커피-음료,28.0,32.0,13.0,4.0,13.0,4.0,4.0
20191,11215760,중곡3동,CS100010,커피-음료,22.0,28.0,0.0,0.0,4.0,1.0,6.0
20191,11215770,중곡4동,CS100010,커피-음료,26.0,31.0,3.0,1.0,7.0,2.0,5.0
20191,11215780,능동,CS100010,커피-음료,20.0,27.0,15.0,4.0,0.0,0.0,7.0
20191,11215810,광장동,CS100010,커피-음료,34.0,42.0,2.0,1.0,7.0,3.0,8.0
20191,11215820,자양1동,CS100010,커피-음료,33.0,36.0,8.0,3.0,6.0,2.0,3.0
20191,11215830,자양2동,CS100010,커피-음료,16.0,22.0,5.0,1.0,5.0,1.0,6.0
20191,11215840,자양3동,CS100010,커피-음료,36.0,44.0,2.0,1.0,5.0,2.0,8.0
20191,11215847,자양4동,CS100010,커피-음료,34.0,46.0,9.0,4.0,7.0,3.0,12.0
20191,11215850,구의1동,CS100010,커피-음료,33.0,43.0,2.0,1.0,2.0,1.0,10.0
20191,11215860,구의2동,CS100010,커피-음료,35.0,40.0,5.0,2.0,5.0,2.0,5.0
20191,11215870,구의3동,CS100010,커피-음료,42.0,62.0,10.0,6.0,3.0,2.0,20.0
20191,11230536,용신동,CS100010,커피-음료,69.0,89.0,1.0,1.0,3.0,3.0,20.0
20191,11230545,제기동,CS100010,커피-음료,44.0,46.0,2.0,1.0,2.0,1.0,2.0
20191,11230560,전농1동,CS100010,커피-음료,34.0,51.0,2.0,1.0,10.0,5.0,17.0
20191,11230570,전농2동,CS100010,커피-음료,13.0,20.0,5.0,1.0,5.0,1.0,7.0
20191,11230600,답십리1동,CS100010,커피-음료,22.0,26.0,8.0,2.0,8.0,2.0,4.0
20191,11230610,답십리2동,CS100010,커피-음료,10.0,15.0,7.0,1.0,7.0,1.0,5.0
20191,11230650,장안1동,CS100010,커피-음료,34.0,47.0,11.0,5.0,9.0,4.0,13.0
20191,11230660,장안2동,CS100010,커피-음료,35.0,52.0,14.0,7.0,2.0,1.0,17.0
20191,11230705,청량리동,CS100010,커피-음료,26.0,31.0,3.0,1.0,3.0,1.0,5.0
20191,11230710,회기동,CS100010,커피-음료,48.0,67.0,5.0,3.0,3.0,2.0,19.0
20191,11230720,휘경1동,CS100010,커피-음료,20.0,28.0,4.0,1.0,0.0,0.0,8.0
20191,11230730,휘경2동,CS100010,커피-음료,31.0,31.0,13.0,4.0,7.0,2.0,0.0
20191,11230740,이문1동,CS100010,커피-음료,44.0,62.0,8.0,5.0,11.0,7.0,18.0
20191,11230750,이문2동,CS100010,커피-음료,12.0,14.0,7.0,1.0,7.0,1.0,2.0
20191,11260520,면목2동,CS100010,커피-음료,19.0,24.0,13.0,3.0,0.0,0.0,5.0
20191,11260540,면목4동,CS100010,커피-음료,16.0,18.0,17.0,3.0,17.0,3.0,2.0
20191,11260550,면목5동,CS100010,커피-음료,6.0,7.0,29.0,2.0,0.0,0.0,1.0
20191,11260565,면목본동,CS100010,커피-음료,29.0,37.0,11.0,4.0,3.0,1.0,8.0
20191,11260570,면목7동,CS100010,커피-음료,15.0,18.0,17.0,3.0,0.0,0.0,3.0
20191,11260575,면목3·8동,CS100010,커피-음료,29.0,39.0,18.0,7.0,3.0,1.0,10.0
20191,11260580,상봉1동,CS100010,커피-음료,20.0,30.0,0.0,0.0,3.0,1.0,10.0
20191,11260590,상봉2동,CS100010,커피-음료,30.0,41.0,7.0,3.0,2.0,1.0,11.0
20191,11260600,중화1동,CS100010,커피-음료,15.0,16.0,6.0,1.0,6.0,1.0,1.0
20191,11260610,중화2동,CS100010,커피-음료,22.0,29.0,7.0,2.0,7.0,2.0,7.0
20191,11260620,묵1동,CS100010,커피-음료,24.0,32.0,6.0,2.0,6.0,2.0,8.0
20191,11260630,묵2동,CS100010,커피-음료,16.0,17.0,6.0,1.0,0.0,0.0,1.0
20191,11260655,망우본동,CS100010,커피-음료,37.0,45.0,4.0,2.0,2.0,1.0,8.0
20191,11260660,망우3동,CS100010,커피-음료,6.0,10.0,10.0,1.0,10.0,1.0,4.0
20191,11260680,신내1동,CS100010,커피-음료,26.0,35.0,9.0,3.0,6.0,2.0,9.0
20191,11260690,신내2동,CS100010,커피-음료,15.0,17.0,6.0,1.0,0.0,0.0,2.0
20191,11290525,성북동,CS100010,커피-음료,68.0,74.0,4.0,3.0,1.0,1.0,6.0
20191,11290555,삼선동,CS100010,커피-음료,48.0,61.0,5.0,3.0,2.0,1.0,13.0
20191,11290575,동선동,CS100010,커피-음료,87.0,109.0,6.0,6.0,2.0,2.0,22.0
20191,11290580,돈암1동,CS100010,커피-음료,6.0,7.0,0.0,0.0,0.0,0.0,1.0
20191,11290590,돈암2동,CS100010,커피-음료,8.0,10.0,20.0,2.0,0.0,0.0,2.0
20191,11290600,안암동,CS100010,커피-음료,75.0,103.0,9.0,9.0,4.0,4.0,28.0
20191,11290610,보문동,CS100010,커피-음료,16.0,22.0,9.0,2.0,9.0,2.0,6.0
20191,11290620,정릉1동,CS100010,커피-음료,11.0,13.0,0.0,0.0,0.0,0.0,2.0
20191,11290630,정릉2동,CS100010,커피-음료,9.0,15.0,7.0,1.0,0.0,0.0,6.0
20191,11290640,정릉3동,CS100010,커피-음료,21.0,23.0,13.0,3.0,0.0,0.0,2.0
20191,11290650,정릉4동,CS100010,커피-음료,15.0,18.0,22.0,4.0,6.0,1.0,3.0
20191,11290660,길음1동,CS100010,커피-음료,17.0,29.0,7.0,2.0,3.0,1.0,12.0
20191,11290685,길음2동,CS100010,커피-음료,20.0,25.0,8.0,2.0,4.0,1.0,5.0
20191,11290705,종암동,CS100010,커피-음료,35.0,45.0,7.0,3.0,2.0,1.0,10.0
20191,11290715,월곡1동,CS100010,커피-음료,14.0,19.0,0.0,0.0,0.0,0.0,5.0
20191,11290725,월곡2동,CS100010,커피-음료,35.0,46.0,7.0,3.0,4.0,2.0,11.0
20191,11290760,장위1동,CS100010,커피-음료,10.0,12.0,0.0,0.0,8.0,1.0,2.0
20191,11290770,장위2동,CS100010,커피-음료,11.0,13.0,8.0,1.0,0.0,0.0,2.0
20191,11290780,장위3동,CS100010,커피-음료,5.0,7.0,14.0,1.0,0.0,0.0,2.0
20191,11290810,석관동,CS100010,커피-음료,23.0,31.0,3.0,1.0,0.0,0.0,8.0
20191,11305534,삼양동,CS100010,커피-음료,8.0,11.0,0.0,0.0,0.0,0.0,3.0
20191,11305535,미아동,CS100010,커피-음료,34.0,39.0,5.0,2.0,3.0,1.0,5.0
20191,11305545,송중동,CS100010,커피-음료,28.0,42.0,10.0,4.0,5.0,2.0,14.0
20191,11305555,송천동,CS100010,커피-음료,22.0,28.0,7.0,2.0,4.0,1.0,6.0
20191,11305575,삼각산동,CS100010,커피-음료,11.0,19.0,0.0,0.0,5.0,1.0,8.0
20191,11305595,번1동,CS100010,커피-음료,39.0,47.0,9.0,4.0,2.0,1.0,8.0
20191,11305603,번2동,CS100010,커피-음료,7.0,9.0,0.0,0.0,0.0,0.0,2.0
20191,11305608,번3동,CS100010,커피-음료,12.0,14.0,0.0,0.0,0.0,0.0,2.0
20191,11305615,수유1동,CS100010,커피-음료,21.0,23.0,9.0,2.0,9.0,2.0,2.0
20191,11305625,수유2동,CS100010,커피-음료,10.0,12.0,0.0,0.0,0.0,0.0,2.0
20191,11305635,수유3동,CS100010,커피-음료,49.0,59.0,7.0,4.0,3.0,2.0,10.0
20191,11305645,우이동,CS100010,커피-음료,45.0,54.0,2.0,1.0,4.0,2.0,9.0
20191,11305660,인수동,CS100010,커피-음료,33.0,40.0,3.0,1.0,5.0,2.0,7.0
20191,11320511,창1동,CS100010,커피-음료,18.0,22.0,9.0,2.0,0.0,0.0,4.0
20191,11320512,창2동,CS100010,커피-음료,16.0,17.0,0.0,0.0,0.0,0.0,1.0
20191,11320513,창3동,CS100010,커피-음료,13.0,14.0,0.0,0.0,7.0,1.0,1.0
20191,11320514,창4동,CS100010,커피-음료,13.0,18.0,17.0,3.0,6.0,1.0,5.0
20191,11320515,창5동,CS100010,커피-음료,29.0,44.0,5.0,2.0,2.0,1.0,15.0
20191,11320521,도봉1동,CS100010,커피-음료,22.0,30.0,0.0,0.0,0.0,0.0,8.0
20191,11320522,도봉2동,CS100010,커피-음료,27.0,28.0,7.0,2.0,4.0,1.0,1.0
20191,11320660,쌍문1동,CS100010,커피-음료,30.0,33.0,9.0,3.0,3.0,1.0,3.0
20191,11320670,쌍문2동,CS100010,커피-음료,15.0,21.0,14.0,3.0,5.0,1.0,6.0
20191,11320680,쌍문3동,CS100010,커피-음료,15.0,19.0,0.0,0.0,0.0,0.0,4.0
20191,11320681,쌍문4동,CS100010,커피-음료,4.0,7.0,0.0,0.0,0.0,0.0,3.0
20191,11320690,방학1동,CS100010,커피-음료,30.0,42.0,17.0,7.0,5.0,2.0,12.0
20191,11320700,방학2동,CS100010,커피-음료,14.0,16.0,0.0,0.0,0.0,0.0,2.0
20191,11320710,방학3동,CS100010,커피-음료,18.0,19.0,11.0,2.0,11.0,2.0,1.0
20191,11350560,월계1동,CS100010,커피-음료,25.0,42.0,10.0,4.0,10.0,4.0,17.0
20191,11350570,월계2동,CS100010,커피-음료,13.0,19.0,11.0,2.0,16.0,3.0,6.0
20191,11350580,월계3동,CS100010,커피-음료,12.0,16.0,6.0,1.0,0.0,0.0,4.0
20191,11350595,공릉1동,CS100010,커피-음료,80.0,94.0,6.0,6.0,2.0,2.0,14.0
20191,11350600,공릉2동,CS100010,커피-음료,55.0,82.0,10.0,8.0,7.0,6.0,27.0
20191,11350611,하계1동,CS100010,커피-음료,21.0,30.0,10.0,3.0,0.0,0.0,9.0
20191,11350612,하계2동,CS100010,커피-음료,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20191,11350619,중계본동,CS100010,커피-음료,34.0,42.0,12.0,5.0,2.0,1.0,8.0
20191,11350621,중계1동,CS100010,커피-음료,14.0,25.0,12.0,3.0,8.0,2.0,11.0
20191,11350624,중계4동,CS100010,커피-음료,18.0,27.0,11.0,3.0,4.0,1.0,9.0
20191,11350625,중계2·3동,CS100010,커피-음료,10.0,22.0,5.0,1.0,0.0,0.0,12.0
20191,11350630,상계1동,CS100010,커피-음료,40.0,51.0,8.0,4.0,4.0,2.0,11.0
20191,11350640,상계2동,CS100010,커피-음료,60.0,80.0,8.0,6.0,3.0,2.0,20.0
20191,11350665,상계3·4동,CS100010,커피-음료,18.0,23.0,0.0,0.0,0.0,0.0,5.0
20191,11350670,상계5동,CS100010,커피-음료,19.0,27.0,11.0,3.0,7.0,2.0,8.0
20191,11350695,상계6·7동,CS100010,커피-음료,18.0,35.0,9.0,3.0,0.0,0.0,17.0
20191,11350700,상계8동,CS100010,커피-음료,6.0,7.0,14.0,1.0,14.0,1.0,1.0
20191,11350710,상계9동,CS100010,커피-음료,7.0,7.0,0.0,0.0,14.0,1.0,0.0
20191,11350720,상계10동,CS100010,커피-음료,8.0,9.0,22.0,2.0,0.0,0.0,1.0
20191,11380510,녹번동,CS100010,커피-음료,36.0,41.0,5.0,2.0,0.0,0.0,5.0
20191,11380520,불광1동,CS100010,커피-음료,26.0,37.0,5.0,2.0,0.0,0.0,11.0
20191,11380530,불광2동,CS100010,커피-음료,12.0,14.0,0.0,0.0,0.0,0.0,2.0
20191,11380551,갈현1동,CS100010,커피-음료,35.0,45.0,9.0,4.0,0.0,0.0,10.0
20191,11380552,갈현2동,CS100010,커피-음료,44.0,50.0,8.0,4.0,4.0,2.0,6.0
20191,11380560,구산동,CS100010,커피-음료,15.0,18.0,6.0,1.0,6.0,1.0,3.0
20191,11380570,대조동,CS100010,커피-음료,49.0,62.0,3.0,2.0,7.0,4.0,13.0
20191,11380580,응암1동,CS100010,커피-음료,23.0,37.0,3.0,1.0,3.0,1.0,14.0
20191,11380590,응암2동,CS100010,커피-음료,15.0,18.0,11.0,2.0,0.0,0.0,3.0
20191,11380600,응암3동,CS100010,커피-음료,31.0,37.0,8.0,3.0,0.0,0.0,6.0
20191,11380625,역촌동,CS100010,커피-음료,45.0,52.0,4.0,2.0,6.0,3.0,7.0
20191,11380631,신사1동,CS100010,커피-음료,22.0,26.0,15.0,4.0,0.0,0.0,4.0
20191,11380632,신사2동,CS100010,커피-음료,10.0,13.0,0.0,0.0,0.0,0.0,3.0
20191,11380640,증산동,CS100010,커피-음료,14.0,18.0,0.0,0.0,0.0,0.0,4.0
20191,11380650,수색동,CS100010,커피-음료,7.0,8.0,0.0,0.0,0.0,0.0,1.0
20191,11380690,진관동,CS100010,커피-음료,52.0,71.0,11.0,8.0,7.0,5.0,19.0
20191,11410520,천연동,CS100010,커피-음료,19.0,23.0,4.0,1.0,0.0,0.0,4.0
20191,11410555,북아현동,CS100010,커피-음료,12.0,14.0,0.0,0.0,7.0,1.0,2.0
20191,11410565,충현동,CS100010,커피-음료,62.0,81.0,6.0,5.0,3.0,2.0,19.0
20191,11410585,신촌동,CS100010,커피-음료,172.0,244.0,6.0,14.0,3.0,8.0,72.0
20191,11410615,연희동,CS100010,커피-음료,109.0,120.0,10.0,12.0,4.0,5.0,11.0
20191,11410620,홍제1동,CS100010,커피-음료,23.0,26.0,0.0,0.0,0.0,0.0,3.0
20191,11410640,홍제3동,CS100010,커피-음료,18.0,22.0,5.0,1.0,0.0,0.0,4.0
20191,11410655,홍제2동,CS100010,커피-음료,4.0,6.0,0.0,0.0,17.0,1.0,2.0
20191,11410660,홍은1동,CS100010,커피-음료,16.0,22.0,0.0,0.0,5.0,1.0,6.0
20191,11410685,홍은2동,CS100010,커피-음료,28.0,35.0,3.0,1.0,3.0,1.0,7.0
20191,11410690,남가좌1동,CS100010,커피-음료,8.0,10.0,10.0,1.0,20.0,2.0,2.0
20191,11410700,남가좌2동,CS100010,커피-음료,36.0,47.0,6.0,3.0,0.0,0.0,11.0
20191,11410710,북가좌1동,CS100010,커피-음료,5.0,10.0,0.0,0.0,10.0,1.0,5.0
20191,11410720,북가좌2동,CS100010,커피-음료,24.0,32.0,0.0,0.0,3.0,1.0,8.0
20191,11440555,아현동,CS100010,커피-음료,24.0,33.0,3.0,1.0,3.0,1.0,9.0
20191,11440565,공덕동,CS100010,커피-음료,44.0,56.0,2.0,1.0,4.0,2.0,12.0
20191,11440585,도화동,CS100010,커피-음료,34.0,55.0,6.0,3.0,0.0,0.0,21.0
20191,11440590,용강동,CS100010,커피-음료,49.0,62.0,5.0,3.0,2.0,1.0,13.0
20191,11440600,대흥동,CS100010,커피-음료,50.0,61.0,7.0,4.0,5.0,3.0,11.0
20191,11440610,염리동,CS100010,커피-음료,25.0,35.0,9.0,3.0,6.0,2.0,10.0
20191,11440630,신수동,CS100010,커피-음료,32.0,32.0,6.0,2.0,9.0,3.0,0.0
20191,11440655,서강동,CS100010,커피-음료,95.0,108.0,3.0,3.0,3.0,3.0,13.0
20191,11440660,서교동,CS100010,커피-음료,471.0,556.0,9.0,47.0,3.0,19.0,85.0
20191,11440680,합정동,CS100010,커피-음료,105.0,131.0,4.0,5.0,5.0,6.0,26.0
20191,11440690,망원1동,CS100010,커피-음료,92.0,98.0,10.0,10.0,4.0,4.0,6.0
20191,11440700,망원2동,CS100010,커피-음료,46.0,51.0,6.0,3.0,4.0,2.0,5.0
20191,11440710,연남동,CS100010,커피-음료,182.0,186.0,7.0,13.0,5.0,10.0,4.0
20191,11440720,성산1동,CS100010,커피-음료,43.0,47.0,4.0,2.0,2.0,1.0,4.0
20191,11440730,성산2동,CS100010,커피-음료,40.0,47.0,6.0,3.0,0.0,0.0,7.0
20191,11440740,상암동,CS100010,커피-음료,104.0,145.0,8.0,11.0,4.0,6.0,41.0
20191,11470510,목1동,CS100010,커피-음료,60.0,93.0,3.0,3.0,1.0,1.0,33.0
20191,11470520,목2동,CS100010,커피-음료,24.0,29.0,0.0,0.0,0.0,0.0,5.0
20191,11470530,목3동,CS100010,커피-음료,28.0,35.0,14.0,5.0,3.0,1.0,7.0
20191,11470540,목4동,CS100010,커피-음료,31.0,36.0,8.0,3.0,6.0,2.0,5.0
20191,11470550,목5동,CS100010,커피-음료,17.0,28.0,0.0,0.0,0.0,0.0,11.0
20191,11470560,신월1동,CS100010,커피-음료,15.0,18.0,0.0,0.0,6.0,1.0,3.0
20191,11470570,신월2동,CS100010,커피-음료,13.0,13.0,0.0,0.0,8.0,1.0,0.0
20191,11470580,신월3동,CS100010,커피-음료,12.0,14.0,14.0,2.0,7.0,1.0,2.0
20191,11470590,신월4동,CS100010,커피-음료,14.0,18.0,17.0,3.0,0.0,0.0,4.0
20191,11470600,신월5동,CS100010,커피-음료,17.0,21.0,5.0,1.0,10.0,2.0,4.0
20191,11470610,신월6동,CS100010,커피-음료,3.0,4.0,0.0,0.0,0.0,0.0,1.0
20191,11470611,신월7동,CS100010,커피-음료,10.0,15.0,0.0,0.0,0.0,0.0,5.0
20191,11470620,신정1동,CS100010,커피-음료,26.0,33.0,0.0,0.0,6.0,2.0,7.0
20191,11470630,신정2동,CS100010,커피-음료,19.0,25.0,12.0,3.0,0.0,0.0,6.0
20191,11470640,신정3동,CS100010,커피-음료,15.0,23.0,4.0,1.0,0.0,0.0,8.0
20191,11470650,신정4동,CS100010,커피-음료,51.0,66.0,11.0,7.0,2.0,1.0,15.0
20191,11470670,신정6동,CS100010,커피-음료,8.0,13.0,0.0,0.0,0.0,0.0,5.0
20191,11470680,신정7동,CS100010,커피-음료,13.0,21.0,0.0,0.0,0.0,0.0,8.0
20191,11500510,염창동,CS100010,커피-음료,32.0,48.0,2.0,1.0,0.0,0.0,16.0
20191,11500520,등촌1동,CS100010,커피-음료,42.0,55.0,7.0,4.0,4.0,2.0,13.0
20191,11500530,등촌2동,CS100010,커피-음료,13.0,19.0,0.0,0.0,16.0,3.0,6.0
20191,11500535,등촌3동,CS100010,커피-음료,38.0,60.0,10.0,6.0,3.0,2.0,22.0
20191,11500540,화곡1동,CS100010,커피-음료,35.0,49.0,2.0,1.0,0.0,0.0,14.0
20191,11500550,화곡2동,CS100010,커피-음료,10.0,11.0,9.0,1.0,9.0,1.0,1.0
20191,11500560,화곡3동,CS100010,커피-음료,26.0,33.0,6.0,2.0,3.0,1.0,7.0
20191,11500570,화곡4동,CS100010,커피-음료,20.0,24.0,8.0,2.0,0.0,0.0,4.0
20191,11500590,화곡본동,CS100010,커피-음료,20.0,28.0,11.0,3.0,7.0,2.0,8.0
20191,11500591,화곡6동,CS100010,커피-음료,28.0,35.0,11.0,4.0,11.0,4.0,7.0
20191,11500593,화곡8동,CS100010,커피-음료,13.0,20.0,0.0,0.0,0.0,0.0,7.0
20191,11500603,가양1동,CS100010,커피-음료,107.0,169.0,10.0,17.0,4.0,6.0,62.0
20191,11500604,가양2동,CS100010,커피-음료,3.0,5.0,0.0,0.0,0.0,0.0,2.0
20191,11500605,가양3동,CS100010,커피-음료,4.0,6.0,17.0,1.0,0.0,0.0,2.0
20191,11500611,발산1동,CS100010,커피-음료,40.0,55.0,11.0,6.0,4.0,2.0,15.0
20191,11500615,우장산동,CS100010,커피-음료,35.0,42.0,5.0,2.0,5.0,2.0,7.0
20191,11500620,공항동,CS100010,커피-음료,26.0,36.0,6.0,2.0,11.0,4.0,10.0
20191,11500630,방화1동,CS100010,커피-음료,40.0,51.0,4.0,2.0,2.0,1.0,11.0
20191,11500640,방화2동,CS100010,커피-음료,31.0,47.0,0.0,0.0,0.0,0.0,16.0
20191,11500641,방화3동,CS100010,커피-음료,12.0,19.0,0.0,0.0,0.0,0.0,7.0
20191,11530510,신도림동,CS100010,커피-음료,33.0,47.0,4.0,2.0,2.0,1.0,14.0
20191,11530520,구로1동,CS100010,커피-음료,11.0,12.0,8.0,1.0,8.0,1.0,1.0
20191,11530530,구로2동,CS100010,커피-음료,39.0,52.0,4.0,2.0,2.0,1.0,13.0
20191,11530540,구로3동,CS100010,커피-음료,82.0,145.0,9.0,13.0,3.0,4.0,63.0
20191,11530550,구로4동,CS100010,커피-음료,18.0,24.0,0.0,0.0,8.0,2.0,6.0
20191,11530560,구로5동,CS100010,커피-음료,42.0,61.0,0.0,0.0,7.0,4.0,19.0
20191,11530595,가리봉동,CS100010,커피-음료,5.0,6.0,0.0,0.0,0.0,0.0,1.0
20191,11530720,고척1동,CS100010,커피-음료,23.0,40.0,13.0,5.0,13.0,5.0,17.0
20191,11530730,고척2동,CS100010,커피-음료,23.0,29.0,7.0,2.0,3.0,1.0,6.0
20191,11530740,개봉1동,CS100010,커피-음료,26.0,30.0,13.0,4.0,10.0,3.0,4.0
20191,11530750,개봉2동,CS100010,커피-음료,16.0,27.0,7.0,2.0,4.0,1.0,11.0
20191,11530760,개봉3동,CS100010,커피-음료,19.0,22.0,9.0,2.0,9.0,2.0,3.0
